27,100,250,0,-0.03,-1.22,-1,-1,-1,-1,-1,-1,-1,-1,138,315,-1,-1,219,339,-1,-1,-1,-1,216,309,-1,-1
27,100,250,0,-0.03,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.09,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,411,199,-1,-1,334,225,-1,-1,-1,-1,338,198
30,100,250,0,-0.15,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,411,199,-1,-1,334,225,-1,-1,-1,-1,338,198
30,100,250,0,-0.21,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.27,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,410,199,-1,-1,334,225,-1,-1,-1,-1,338,198
30,100,250,0,-0.32,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.38,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,411,200,-1,-1,334,225,-1,-1,-1,-1,338,198
30,100,250,0,-0.43,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.49,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.55,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.61,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.67,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,410,199,-1,-1,334,225,-1,-1,-1,-1,338,198
30,100,250,0,-0.73,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,339,201,-1,-1,266,227,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.79,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,202,202,-1,-1,115,232,-1,-1,-1,-1,122,198
30,100,250,0,-0.85,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,195,202,-1,-1,110,231,-1,-1,-1,-1,116,199
30,100,250,0,-0.91,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,197,204,-1,-1,109,232,-1,-1,-1,-1,117,203
30,100,250,0,-0.97,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,193,204,-1,-1,109,234,-1,-1,-1,-1,114,204
30,100,250,0,-1.03,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.13,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,202,-1,-1,35,236,-1,-1,-1,-1,36,198
30,100,250,0,-0.07,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,-0.01,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,156,203,-1,-1,67,233,-1,-1,-1,-1,74,200
30,100,250,0,0.05,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,100,250,0,0.11,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,213,203,-1,-1,132,234,-1,-1,-1,-1,137,199
30,100,250,0,0.18,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,237,204,-1,-1,161,234,-1,-1,-1,-1,167,201
30,100,250,0,0.24,-1.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
